id=87
type=0
numSprites=13
numSlots=0
animParam=0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 (0.000000,0.000000) 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000
animParam=0.000000 0.000000 0.000000 0.100000 56.000000 0.750000 (0.000000,0.000000) 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.100000 0.000000 0.000000 1.000000 0.750000
animParam=0.000000 0.000000 0.000000 0.100000 56.000000 0.250000 (0.000000,0.000000) 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.100000 0.000000 0.000000 1.000000 0.250000
animParam=0.000000 0.000000 0.000000 0.100000 56.000000 0.500000 (0.000000,0.000000) 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.100000 0.000000 0.000000 1.000000 0.500000
animParam=0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 (0.000000,-45.000000) 0.000000 0.000000 0.200000 0.004000 0.562500 1.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000
animParam=0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 (0.000000,0.000000) 0.000000 0.000000 0.200000 0.004000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000
animParam=0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 (0.000000,0.000000) 0.000000 0.000000 0.200000 0.008000 0.812500 1.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.854167
animParam=0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 (0.000000,0.000000) 0.000000 0.000000 0.200000 0.008000 0.479167 1.000000 0.000000 0.250000 0.000000 0.000000 1.000000 0.697917
animParam=0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 (0.000000,0.000000) 0.000000 0.000000 0.200000 0.008000 0.322917 1.000000 0.000000 0.200000 0.000000 0.000000 1.000000 0.156250
animParam=0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 (0.000000,0.000000) 0.000000 0.000000 0.200000 0.008000 0.635417 1.000000 0.000000 0.200000 0.000000 0.000000 1.000000 0.906250
animParam=0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 (0.000000,0.000000) 0.000000 0.000000 0.200000 0.008000 0.322917 1.000000 0.000000 0.300000 0.000000 0.000000 1.000000 0.156250
animParam=0.000000 0.000000 0.000000 0.100000 56.000000 0.000000 (0.000000,0.000000) 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.100000 0.000000 0.000000 1.000000 0.000000
animParam=0.000000 0.000000 0.000000 0.100000 56.000000 0.375000 (0.000000,0.000000) 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.100000 0.000000 0.000000 1.000000 0.375000
